"","gene_name","longest_transcript"
"13566","ENSMUSG00000026894.4","ENSMUST00000028256.4"
"13567","ENSMUSG00000026043.18","ENSMUST00000087883.12"
"13568","ENSMUSG00000040163.14","ENSMUST00000036592.14"
"13569","ENSMUSG00000034656.18","ENSMUST00000238701.1"
"13570","ENSMUSG00000057981.5","ENSMUST00000226866.1"
"13571","ENSMUSG00000020432.12","ENSMUST00000109993.8"
"13572","ENSMUSG00000091350.2","ENSMUST00000169686.2"
"13573","ENSMUSG00000064259.2","ENSMUST00000226892.1"
"13574","ENSMUSG00000102627.1","ENSMUST00000194059.1"
"13575","ENSMUSG00000056895.4","ENSMUST00000078267.4"
"13576","ENSMUSG00000094846.4","ENSMUST00000217061.2"
"13577","ENSMUSG00000043865.3","ENSMUST00000062463.3"
"13578","ENSMUSG00000031728.10","ENSMUST00000212000.1"
"13579","ENSMUSG00000047466.10","ENSMUST00000074653.5"
"13580","ENSMUSG00000090417.4","ENSMUST00000172190.3"
"13581","ENSMUSG00000026003.5","ENSMUST00000027153.5"
"13582","ENSMUSG00000114982.1","ENSMUST00000227884.1"
"13583","ENSMUSG00000061048.8","ENSMUST00000080797.7"
"13584","ENSMUSG00000042498.16","ENSMUST00000113030.2"
"13585","ENSMUSG00000051593.4","ENSMUST00000213989.1"
"13586","ENSMUSG00000022864.14","ENSMUST00000231973.1"
"13587","ENSMUSG00000044030.4","ENSMUST00000053713.4"
"13588","ENSMUSG00000003923.14","ENSMUST00000092430.10"
"13589","ENSMUSG00000061353.11","ENSMUST00000073043.4"
"13590","ENSMUSG00000048234.13","ENSMUST00000062525.10"
"13591","ENSMUSG00000025016.11","ENSMUST00000237871.1"
"13592","ENSMUSG00000034353.14","ENSMUST00000097648.5"
"13593","ENSMUSG00000031644.19","ENSMUST00000211672.1"
"13594","ENSMUSG00000000296.8","ENSMUST00000213528.1"
"13595","ENSMUSG00000015759.11","ENSMUST00000146629.2"
"13596","ENSMUSG00000040009.6","ENSMUST00000037813.4"
"13597","ENSMUSG00000043664.7","ENSMUST00000052072.7"
"13598","ENSMUSG00000031540.14","ENSMUST00000238975.1"
"13599","ENSMUSG00000040891.6","ENSMUST00000036018.5"
"13600","ENSMUSG00000040725.13","ENSMUST00000206832.1"
"13601","ENSMUSG00000026353.9","ENSMUST00000027592.5"
"13602","ENSMUSG00000015697.14","ENSMUST00000015841.11"
"13603","ENSMUSG00000021948.17","ENSMUST00000022521.12"
"13604","ENSMUSG00000048391.3","ENSMUST00000214019.1"
"13605","ENSMUSG00000030036.8","ENSMUST00000032114.7"
"13606","ENSMUSG00000000706.16","ENSMUST00000041674.13"
"13607","ENSMUSG00000009070.14","ENSMUST00000166088.7"
"13608","ENSMUSG00000096666.2","ENSMUST00000188011.1"
"13609","ENSMUSG00000020377.15","ENSMUST00000125555.1"
"13610","ENSMUSG00000022822.16","ENSMUST00000079158.12"
"13611","ENSMUSG00000031443.7","ENSMUST00000033820.3"
"13612","ENSMUSG00000041444.14","ENSMUST00000174641.7"
"13613","ENSMUSG00000031384.2","ENSMUST00000033756.2"
"13614","ENSMUSG00000036850.4","ENSMUST00000045604.3"
"13615","ENSMUSG00000026975.10","ENSMUST00000028351.8"
"13616","ENSMUSG00000025184.10","ENSMUST00000026188.9"
"13617","ENSMUSG00000002104.11","ENSMUST00000050323.5"
"13618","ENSMUSG00000031701.6","ENSMUST00000034138.6"
"13619","ENSMUSG00000070858.12","ENSMUST00000094869.11"
"13620","ENSMUSG00000038156.16","ENSMUST00000046687.15"
"13621","ENSMUSG00000095339.2","ENSMUST00000210847.1"
"13622","ENSMUSG00000025464.15","ENSMUST00000026537.12"
"13623","ENSMUSG00000010936.11","ENSMUST00000034190.10"
"13624","ENSMUSG00000049229.5","ENSMUST00000220268.1"
"13625","ENSMUSG00000050567.16","ENSMUST00000059458.4"
"13626","ENSMUSG00000044308.17","ENSMUST00000112251.8"
"13627","ENSMUSG00000079698.7","ENSMUST00000079206.7"
"13628","ENSMUSG00000027978.9","ENSMUST00000029603.9"
"13629","ENSMUSG00000063820.11","ENSMUST00000134197.1"
"13630","ENSMUSG00000025185.14","ENSMUST00000164786.7"
"13631","ENSMUSG00000044400.1","ENSMUST00000060057.1"
"13632","ENSMUSG00000029700.11","ENSMUST00000031713.8"
"13633","ENSMUSG00000025428.15","ENSMUST00000026495.14"
"13634","ENSMUSG00000029248.14","ENSMUST00000031161.10"
"13635","ENSMUSG00000032193.9","ENSMUST00000034713.8"
"13636","ENSMUSG00000038260.10","ENSMUST00000042194.9"
"13637","ENSMUSG00000091631.2","ENSMUST00000232090.1"
"13638","ENSMUSG00000029586.9","ENSMUST00000031574.9"
"13639","ENSMUSG00000022124.15","ENSMUST00000022720.14"
"13640","ENSMUSG00000022150.16","ENSMUST00000080880.11"
"13641","ENSMUSG00000025465.13","ENSMUST00000026538.12"
"13642","ENSMUSG00000028629.9","ENSMUST00000030375.8"
"13643","ENSMUSG00000022610.10","ENSMUST00000088827.7"
"13644","ENSMUSG00000037343.8","ENSMUST00000041733.8"
"13645","ENSMUSG00000027865.10","ENSMUST00000106997.1"
"13646","ENSMUSG00000022986.5","ENSMUST00000042957.5"
"13647","ENSMUSG00000046101.16","ENSMUST00000140948.8"
"13648","ENSMUSG00000069895.4","ENSMUST00000212605.1"
"13649","ENSMUSG00000029433.16","ENSMUST00000125652.7"
"13650","ENSMUSG00000064141.14","ENSMUST00000106280.7"
"13651","ENSMUSG00000095296.7","ENSMUST00000164651.7"
"13652","ENSMUSG00000078851.4","ENSMUST00000108817.4"
"13653","ENSMUSG00000036964.14","ENSMUST00000075141.6"
"13654","ENSMUSG00000066306.13","ENSMUST00000084852.12"
"13655","ENSMUSG00000028132.15","ENSMUST00000128909.7"
"13656","ENSMUSG00000090843.2","ENSMUST00000164935.2"
"13657","ENSMUSG00000058254.12","ENSMUST00000076354.12"
"13658","ENSMUSG00000020684.14","ENSMUST00000021022.9"
"13659","ENSMUSG00000038871.5","ENSMUST00000045372.5"
"13660","ENSMUSG00000021226.7","ENSMUST00000021649.7"
"13661","ENSMUSG00000031373.4","ENSMUST00000033739.4"
"13662","ENSMUSG00000000303.12","ENSMUST00000000312.11"
"13663","ENSMUSG00000034829.8","ENSMUST00000163659.2"
"13664","ENSMUSG00000029253.12","ENSMUST00000031170.9"
"13665","ENSMUSG00000027107.3","ENSMUST00000028515.3"
"13666","ENSMUSG00000032482.9","ENSMUST00000197850.4"
"13667","ENSMUSG00000028799.15","ENSMUST00000106072.8"
"13668","ENSMUSG00000091903.8","ENSMUST00000088616.11"
"13669","ENSMUSG00000005656.9","ENSMUST00000005798.8"
"13670","ENSMUSG00000030035.14","ENSMUST00000032111.10"
"13671","ENSMUSG00000034701.9","ENSMUST00000041099.4"
"13672","ENSMUSG00000021322.8","ENSMUST00000021757.4"
"13673","ENSMUSG00000075256.9","ENSMUST00000143974.1"
"13674","ENSMUSG00000061614.5","ENSMUST00000215572.2"
"13675","ENSMUSG00000025017.10","ENSMUST00000059672.8"
"13676","ENSMUSG00000038212.16","ENSMUST00000155487.7"
"13677","ENSMUSG00000030554.16","ENSMUST00000074233.11"
"13678","ENSMUSG00000021706.14","ENSMUST00000022217.8"
"13679","ENSMUSG00000058692.4","ENSMUST00000214810.1"
"13680","ENSMUSG00000032397.7","ENSMUST00000216594.1"
"13681","ENSMUSG00000091679.9","ENSMUST00000177244.3"
"13682","ENSMUSG00000033628.15","ENSMUST00000115812.9"
"13683","ENSMUSG00000051062.6","ENSMUST00000160726.3"
"13684","ENSMUSG00000035179.4","ENSMUST00000237522.1"
"13685","ENSMUSG00000045678.8","ENSMUST00000217182.2"
"13686","ENSMUSG00000072949.6","ENSMUST00000168120.2"
"13687","ENSMUSG00000054272.6","ENSMUST00000131379.3"
"13688","ENSMUSG00000044147.8","ENSMUST00000050063.8"
"13689","ENSMUSG00000061387.3","ENSMUST00000213900.1"
"13690","ENSMUSG00000020019.4","ENSMUST00000020204.4"
"13691","ENSMUSG00000033285.15","ENSMUST00000052120.13"
"13692","ENSMUSG00000033991.9","ENSMUST00000224386.1"
"13693","ENSMUSG00000047810.9","ENSMUST00000113440.1"
"13694","ENSMUSG00000041440.18","ENSMUST00000085217.11"
"13695","ENSMUSG00000028458.12","ENSMUST00000060864.12"
"13696","ENSMUSG00000070983.3","ENSMUST00000215010.1"
"13697","ENSMUSG00000039296.15","ENSMUST00000085733.8"
"13698","ENSMUSG00000020455.16","ENSMUST00000108810.9"
"13699","ENSMUSG00000028862.6","ENSMUST00000030677.6"
"13700","ENSMUSG00000040413.15","ENSMUST00000109225.8"
"13701","ENSMUSG00000051156.2","ENSMUST00000214007.1"
"13702","ENSMUSG00000022208.12","ENSMUST00000022819.12"
"13703","ENSMUSG00000028284.13","ENSMUST00000037607.10"
"13704","ENSMUSG00000024370.17","ENSMUST00000133181.1"
"13705","ENSMUSG00000032776.9","ENSMUST00000079323.7"
"13706","ENSMUSG00000022044.14","ENSMUST00000120229.7"
"13707","ENSMUSG00000040667.11","ENSMUST00000035283.10"
"13708","ENSMUSG00000029675.12","ENSMUST00000015138.12"
"13709","ENSMUSG00000020686.12","ENSMUST00000052521.8"
"13710","ENSMUSG00000067194.6","ENSMUST00000087143.6"
"13711","ENSMUSG00000114278.2","ENSMUST00000197682.5"
"13712","ENSMUSG00000005320.9","ENSMUST00000005452.5"
"13713","ENSMUSG00000039530.17","ENSMUST00000209440.1"
"13714","ENSMUSG00000021811.7","ENSMUST00000022345.6"
"13715","ENSMUSG00000091155.1","ENSMUST00000171692.1"
"13716","ENSMUSG00000029431.5","ENSMUST00000031384.5"
"13717","ENSMUSG00000048142.9","ENSMUST00000056355.8"
"13718","ENSMUSG00000020651.8","ENSMUST00000001253.7"
"13719","ENSMUSG00000062309.8","ENSMUST00000080514.8"
"13720","ENSMUSG00000035161.7","ENSMUST00000053959.6"
"13721","ENSMUSG00000070427.4","ENSMUST00000209368.1"
"13722","ENSMUSG00000030555.16","ENSMUST00000032774.15"
"13723","ENSMUSG00000030827.5","ENSMUST00000033099.5"
"13724","ENSMUSG00000038712.16","ENSMUST00000107187.8"
"13725","ENSMUSG00000048806.4","ENSMUST00000055671.4"
"13726","ENSMUSG00000020682.17","ENSMUST00000108137.8"
"13727","ENSMUSG00000028459.11","ENSMUST00000030179.10"
"13728","ENSMUSG00000026668.10","ENSMUST00000115010.8"
"13729","ENSMUSG00000073267.5","ENSMUST00000120268.1"
"13730","ENSMUSG00000027009.18","ENSMUST00000099972.4"
"13731","ENSMUSG00000025019.17","ENSMUST00000238398.1"
"13732","ENSMUSG00000031452.15","ENSMUST00000151400.9"
"13733","ENSMUSG00000029254.16","ENSMUST00000198435.4"
"13734","ENSMUSG00000063779.6","ENSMUST00000082219.5"
"13735","ENSMUSG00000035638.14","ENSMUST00000115116.7"
"13736","ENSMUSG00000109520.2","ENSMUST00000207208.2"
"13737","ENSMUSG00000031210.10","ENSMUST00000033554.4"
"13738","ENSMUSG00000041840.8","ENSMUST00000236234.1"
"13739","ENSMUSG00000003153.10","ENSMUST00000032476.10"
"13740","ENSMUSG00000027867.10","ENSMUST00000164539.1"
"13741","ENSMUSG00000002083.13","ENSMUST00000002152.12"
"13742","ENSMUSG00000025823.9","ENSMUST00000077290.8"
"13743","ENSMUSG00000062661.6","ENSMUST00000000199.7"
"13744","ENSMUSG00000071350.12","ENSMUST00000095775.9"
"13745","ENSMUSG00000025545.10","ENSMUST00000026625.6"
"13746","ENSMUSG00000054320.16","ENSMUST00000109355.8"
"13747","ENSMUSG00000095270.1","ENSMUST00000102807.1"
"13748","ENSMUSG00000079620.13","ENSMUST00000096106.9"
"13749","ENSMUSG00000096011.1","ENSMUST00000102809.1"
"13750","ENSMUSG00000021414.8","ENSMUST00000223834.1"
"13751","ENSMUSG00000040809.10","ENSMUST00000063062.8"
"13752","ENSMUSG00000095896.1","ENSMUST00000102808.1"
"13753","ENSMUSG00000032519.11","ENSMUST00000035106.11"
"13754","ENSMUSG00000039130.18","ENSMUST00000080812.13"
"13755","ENSMUSG00000025968.16","ENSMUST00000027111.14"
"13756","ENSMUSG00000031808.7","ENSMUST00000212889.1"
"13757","ENSMUSG00000043013.10","ENSMUST00000056006.10"
"13758","ENSMUSG00000003779.16","ENSMUST00000167161.8"
"13759","ENSMUSG00000035559.9","ENSMUST00000038626.9"
"13760","ENSMUSG00000024667.12","ENSMUST00000123788.7"
"13761","ENSMUSG00000030515.9","ENSMUST00000032728.8"
"13762","ENSMUSG00000049985.15","ENSMUST00000022275.13"
"13763","ENSMUSG00000050865.5","ENSMUST00000207836.2"
"13764","ENSMUSG00000069495.12","ENSMUST00000092123.10"
"13765","ENSMUSG00000028277.13","ENSMUST00000124992.7"
"13766","ENSMUSG00000033917.15","ENSMUST00000038791.14"
"13767","ENSMUSG00000055723.6","ENSMUST00000069449.6"
"13768","ENSMUSG00000031840.12","ENSMUST00000110093.8"
"13769","ENSMUSG00000063672.7","ENSMUST00000071588.7"
"13770","ENSMUSG00000071424.10","ENSMUST00000095852.4"
"13771","ENSMUSG00000000378.15","ENSMUST00000000388.14"
"13772","ENSMUSG00000061778.10","ENSMUST00000004715.1"
"13773","ENSMUSG00000035085.5","ENSMUST00000037378.5"
"13774","ENSMUSG00000055235.11","ENSMUST00000068693.11"
"13775","ENSMUSG00000116988.1","ENSMUST00000232307.1"
"13776","ENSMUSG00000079641.3","ENSMUST00000115231.3"
"13777","ENSMUSG00000015711.8","ENSMUST00000015855.7"
"13778","ENSMUSG00000095687.2","ENSMUST00000231927.1"
"13779","ENSMUSG00000064232.2","ENSMUST00000062879.4"
"13780","ENSMUSG00000018848.4","ENSMUST00000018992.3"
"13781","ENSMUSG00000019984.16","ENSMUST00000092646.12"
"13782","ENSMUSG00000042243.10","ENSMUST00000026078.9"
"13783","ENSMUSG00000030538.15","ENSMUST00000065163.14"
"13784","ENSMUSG00000024668.8","ENSMUST00000235222.1"
"13785","ENSMUSG00000034343.14","ENSMUST00000059743.11"
"13786","ENSMUSG00000015242.14","ENSMUST00000107666.1"
"13787","ENSMUSG00000028068.14","ENSMUST00000071812.10"
"13788","ENSMUSG00000078681.10","ENSMUST00000065574.8"
"13789","ENSMUSG00000056486.18","ENSMUST00000112024.9"
"13790","ENSMUSG00000063434.6","ENSMUST00000078880.5"
"13791","ENSMUSG00000021176.6","ENSMUST00000221929.1"
"13792","ENSMUSG00000030034.11","ENSMUST00000113935.7"
"13793","ENSMUSG00000030662.10","ENSMUST00000032898.8"
"13794","ENSMUSG00000037736.20","ENSMUST00000238785.1"
"13795","ENSMUSG00000036902.11","ENSMUST00000109686.3"
"13796","ENSMUSG00000034820.4","ENSMUST00000237321.1"
"13797","ENSMUSG00000031212.3","ENSMUST00000033556.3"
"13798","ENSMUSG00000030208.15","ENSMUST00000205156.2"
"13799","ENSMUSG00000043964.14","ENSMUST00000061587.12"
"13800","ENSMUSG00000072664.11","ENSMUST00000022861.8"
"13801","ENSMUSG00000047207.3","ENSMUST00000216980.1"
"13802","ENSMUSG00000025609.15","ENSMUST00000026699.14"
"13803","ENSMUSG00000036521.5","ENSMUST00000038835.4"
"13804","ENSMUSG00000073811.4","ENSMUST00000102806.1"
"13805","ENSMUSG00000058388.14","ENSMUST00000117150.7"
"13806","ENSMUSG00000024425.4","ENSMUST00000236085.1"
"13807","ENSMUSG00000051499.7","ENSMUST00000058844.5"
"13808","ENSMUSG00000061816.15","ENSMUST00000027151.11"
"13809","ENSMUSG00000021028.8","ENSMUST00000021416.8"
"13810","ENSMUSG00000028940.2","ENSMUST00000030782.1"
"13811","ENSMUSG00000062556.3","ENSMUST00000080635.3"
"13812","ENSMUSG00000058690.14","ENSMUST00000067700.12"
"13813","ENSMUSG00000056728.6","ENSMUST00000043754.7"
"13814","ENSMUSG00000048356.6","ENSMUST00000219412.1"
"13815","ENSMUSG00000041703.7","ENSMUST00000039118.6"
"13816","ENSMUSG00000009569.14","ENSMUST00000009713.13"
"13817","ENSMUSG00000052783.16","ENSMUST00000001112.13"
"13818","ENSMUSG00000038135.4","ENSMUST00000047119.4"
"13819","ENSMUSG00000045215.17","ENSMUST00000239326.1"
"13820","ENSMUSG00000032249.14","ENSMUST00000085519.12"
"13821","ENSMUSG00000067941.5","ENSMUST00000088809.5"
"13822","ENSMUSG00000033967.4","ENSMUST00000045870.4"
"13823","ENSMUSG00000026181.13","ENSMUST00000027373.11"
"13824","ENSMUSG00000033054.7","ENSMUST00000035850.7"
"13825","ENSMUSG00000044040.3","ENSMUST00000217384.1"
"13826","ENSMUSG00000094800.8","ENSMUST00000184915.7"
"13827","ENSMUSG00000026354.8","ENSMUST00000073490.6"
"13828","ENSMUSG00000032562.13","ENSMUST00000192615.5"
"13829","ENSMUSG00000042869.2","ENSMUST00000215357.1"
"13830","ENSMUSG00000027968.11","ENSMUST00000029588.9"
"13831","ENSMUSG00000079666.8","ENSMUST00000115447.1"
"13832","ENSMUSG00000045395.4","ENSMUST00000216659.1"
"13833","ENSMUSG00000014158.12","ENSMUST00000071968.8"
"13834","ENSMUSG00000020650.15","ENSMUST00000177962.8"
"13835","ENSMUSG00000048537.16","ENSMUST00000138356.7"
"13836","ENSMUSG00000066892.14","ENSMUST00000151861.8"
"13837","ENSMUSG00000094105.7","ENSMUST00000170057.7"
"13838","ENSMUSG00000030087.11","ENSMUST00000032174.11"
"13839","ENSMUSG00000041000.8","ENSMUST00000035667.8"
"13840","ENSMUSG00000043391.10","ENSMUST00000053336.7"
"13841","ENSMUSG00000040940.18","ENSMUST00000098683.10"
"13842","ENSMUSG00000021415.13","ENSMUST00000160279.7"
"13843","ENSMUSG00000025950.16","ENSMUST00000097709.10"
"13844","ENSMUSG00000026355.11","ENSMUST00000027601.10"
"13845","ENSMUSG00000040749.11","ENSMUST00000037928.8"
"13846","ENSMUSG00000049960.4","ENSMUST00000061444.4"
"13847","ENSMUSG00000024887.10","ENSMUST00000237104.1"
"13848","ENSMUSG00000072571.3","ENSMUST00000100638.3"
"13849","ENSMUSG00000047394.9","ENSMUST00000238996.1"
"13850","ENSMUSG00000060404.3","ENSMUST00000213326.1"
"13851","ENSMUSG00000021416.11","ENSMUST00000021853.11"
"13852","ENSMUSG00000020156.16","ENSMUST00000020365.14"
"13853","ENSMUSG00000026942.13","ENSMUST00000114234.1"
"13854","ENSMUSG00000024979.13","ENSMUST00000120936.7"
"13855","ENSMUSG00000031703.8","ENSMUST00000034140.8"
"13856","ENSMUSG00000111375.4","ENSMUST00000211896.1"
"13857","ENSMUSG00000022241.6","ENSMUST00000022849.6"
"13858","ENSMUSG00000042328.13","ENSMUST00000112359.8"
"13859","ENSMUSG00000084786.9","ENSMUST00000161882.7"
"13860","ENSMUSG00000010086.17","ENSMUST00000060255.13"
"13861","ENSMUSG00000033763.14","ENSMUST00000052457.14"
"13862","ENSMUSG00000028573.18","ENSMUST00000079223.10"
"13863","ENSMUSG00000020020.8","ENSMUST00000216224.1"
"13864","ENSMUSG00000050967.5","ENSMUST00000053355.5"
"13865","ENSMUSG00000020368.15","ENSMUST00000020637.8"
"13866","ENSMUSG00000014426.9","ENSMUST00000089058.6"
"13867","ENSMUSG00000049295.17","ENSMUST00000226522.1"
"13868","ENSMUSG00000022671.13","ENSMUST00000023351.10"
"13869","ENSMUSG00000024969.15","ENSMUST00000171721.7"
"13870","ENSMUSG00000052392.5","ENSMUST00000021652.4"
"13871","ENSMUSG00000024132.6","ENSMUST00000234304.1"
"13872","ENSMUSG00000008475.13","ENSMUST00000077755.10"
"13873","ENSMUSG00000021228.15","ENSMUST00000021653.7"
"13874","ENSMUSG00000022687.12","ENSMUST00000114634.2"
"13875","ENSMUSG00000062519.13","ENSMUST00000079881.10"
"13876","ENSMUSG00000113475.1","ENSMUST00000221229.1"
"13877","ENSMUSG00000015401.12","ENSMUST00000112280.7"
"13878","ENSMUSG00000115199.1","ENSMUST00000228297.1"
"13879","ENSMUSG00000071637.5","ENSMUST00000096232.5"
"13880","ENSMUSG00000064267.13","ENSMUST00000072602.13"
"13881","ENSMUSG00000094151.1","ENSMUST00000168619.1"
"13882","ENSMUSG00000041974.10","ENSMUST00000040248.8"
"13883","ENSMUSG00000060798.7","ENSMUST00000091186.6"
"13884","ENSMUSG00000029587.16","ENSMUST00000032591.14"
"13885","ENSMUSG00000038175.10","ENSMUST00000038275.10"
"13886","ENSMUSG00000094784.1","ENSMUST00000165988.1"
"13887","ENSMUSG00000032577.16","ENSMUST00000035194.7"
"13888","ENSMUSG00000095241.2","ENSMUST00000229963.1"
"13889","ENSMUSG00000016831.12","ENSMUST00000022766.7"
"13890","ENSMUSG00000071522.3","ENSMUST00000215804.1"
"13891","ENSMUSG00000040865.15","ENSMUST00000165066.7"
"13892","ENSMUSG00000030088.15","ENSMUST00000130418.7"
"13893","ENSMUSG00000090634.1","ENSMUST00000169587.1"
"13894","ENSMUSG00000029276.13","ENSMUST00000078021.12"
"13895","ENSMUSG00000000171.5","ENSMUST00000000175.5"
"13896","ENSMUSG00000022853.7","ENSMUST00000023559.6"
"13897","ENSMUSG00000046798.14","ENSMUST00000060947.13"
"13898","ENSMUSG00000021276.10","ENSMUST00000220607.1"
"13899","ENSMUSG00000061524.8","ENSMUST00000075888.5"
"13900","ENSMUSG00000059201.12","ENSMUST00000069789.11"
"13901","ENSMUSG00000015247.10","ENSMUST00000015391.9"
"13902","ENSMUSG00000046658.16","ENSMUST00000161448.7"
"13903","ENSMUSG00000051503.2","ENSMUST00000051117.2"
"13904","ENSMUSG00000032396.17","ENSMUST00000168844.8"
"13905","ENSMUSG00000059821.6","ENSMUST00000216839.2"
"13906","ENSMUSG00000039016.5","ENSMUST00000044051.5"
"13907","ENSMUSG00000091680.3","ENSMUST00000225666.1"
"13908","ENSMUSG00000059820.14","ENSMUST00000131351.7"
"13909","ENSMUSG00000024427.7","ENSMUST00000025295.7"
"13910","ENSMUSG00000009828.15","ENSMUST00000044551.7"
"13911","ENSMUSG00000115792.1","ENSMUST00000227283.1"
"13912","ENSMUSG00000022159.16","ENSMUST00000022765.13"
"13913","ENSMUSG00000046192.4","ENSMUST00000052277.4"
"13914","ENSMUSG00000003623.4","ENSMUST00000003720.4"
"13915","ENSMUSG00000063239.17","ENSMUST00000118161.2"
"13916","ENSMUSG00000024785.7","ENSMUST00000064393.5"
"13917","ENSMUSG00000031453.16","ENSMUST00000117551.3"
"13918","ENSMUSG00000110103.1","ENSMUST00000165848.9"
"13919","ENSMUSG00000022090.10","ENSMUST00000022681.10"
"13920","ENSMUSG00000072680.11","ENSMUST00000100818.5"
"13921","ENSMUSG00000004562.16","ENSMUST00000182760.7"
"13922","ENSMUSG00000025429.9","ENSMUST00000114741.3"
"13923","ENSMUSG00000115644.1","ENSMUST00000227186.1"
"13924","ENSMUSG00000038593.18","ENSMUST00000111738.7"
"13925","ENSMUSG00000091382.2","ENSMUST00000228574.1"
"13926","ENSMUSG00000040405.13","ENSMUST00000047568.4"
"13927","ENSMUSG00000115799.1","ENSMUST00000089830.3"
"13928","ENSMUSG00000027715.9","ENSMUST00000029270.9"
"13929","ENSMUSG00000022325.14","ENSMUST00000052290.13"
"13930","ENSMUSG00000000167.14","ENSMUST00000000171.14"
"13931","ENSMUSG00000030929.17","ENSMUST00000150844.2"
"13932","ENSMUSG00000115253.1","ENSMUST00000227909.1"
"13933","ENSMUSG00000052182.4","ENSMUST00000217273.1"
"13934","ENSMUSG00000046957.5","ENSMUST00000050658.5"
"13935","ENSMUSG00000042064.13","ENSMUST00000060208.10"
"13936","ENSMUSG00000030583.16","ENSMUST00000183096.7"
"13937","ENSMUSG00000094535.2","ENSMUST00000077347.2"
"13938","ENSMUSG00000036585.16","ENSMUST00000040647.10"
"13939","ENSMUSG00000025967.16","ENSMUST00000129339.7"
"13940","ENSMUSG00000031545.6","ENSMUST00000167004.2"
"13941","ENSMUSG00000023089.12","ENSMUST00000023851.8"
"13942","ENSMUSG00000001157.13","ENSMUST00000001185.13"
"13943","ENSMUSG00000004500.9","ENSMUST00000038701.7"
"13944","ENSMUSG00000022209.12","ENSMUST00000022820.11"
"13945","ENSMUSG00000037705.13","ENSMUST00000042190.13"
"13946","ENSMUSG00000031731.16","ENSMUST00000093157.12"
"13947","ENSMUSG00000026356.15","ENSMUST00000027602.14"
"13948","ENSMUSG00000022860.15","ENSMUST00000069148.12"
"13949","ENSMUSG00000101307.2","ENSMUST00000189454.2"
"13950","ENSMUSG00000101361.2","ENSMUST00000186636.2"
"13951","ENSMUSG00000021703.9","ENSMUST00000049488.8"
